elapsed_seconds,phase,blocks_total,blocks_done,tuples_total,tuples_done,container_memory_bytes
0.002013,building index: loading tuples,1852,1,0,35,100560896
0.18009,building index: loading tuples,1852,66,0,1782,99786752
0.347211,building index: loading tuples,1852,119,0,3215,100982784
0.513361,building index: loading tuples,1852,171,0,4630,102940672
0.682128,building index: loading tuples,1852,222,0,6005,104001536
0.858738,building index: loading tuples,1852,272,0,7349,105816064
1.032241,building index: loading tuples,1852,322,0,8708,106926080
1.205592,building index: loading tuples,1852,370,0,10008,107577344
1.379503,building index: loading tuples,1852,413,0,11158,108904448
1.548371,building index: loading tuples,1852,461,0,12450,110501888
1.720303,building index: loading tuples,1852,504,0,13618,112111616
1.885686,building index: loading tuples,1852,547,0,14794,113197056
2.060918,building index: loading tuples,1852,593,0,16025,114405376
2.237967,building index: loading tuples,1852,637,0,17206,115818496
2.412573,building index: loading tuples,1852,680,0,18378,116576256
2.58144,building index: loading tuples,1852,722,0,19494,117780480
2.755441,building index: loading tuples,1852,763,0,20602,119091200
2.921721,building index: loading tuples,1852,801,0,21639,119197696
3.094425,building index: loading tuples,1852,841,0,22729,120385536
3.26523,building index: loading tuples,1852,881,0,23793,120643584
3.443724,building index: loading tuples,1852,921,0,24868,122781696
3.616037,building index: loading tuples,1852,955,0,25803,123080704
3.798731,building index: loading tuples,1852,988,0,26689,123101184
3.98877,building index: loading tuples,1852,1019,0,27518,122777600
4.172221,building index: loading tuples,1852,1051,0,28380,125075456
4.347298,building index: loading tuples,1852,1085,0,29308,126394368
4.515468,building index: loading tuples,1852,1120,0,30244,127574016
4.681255,building index: loading tuples,1852,1155,0,31193,129163264
4.849144,building index: loading tuples,1852,1189,0,32108,131846144
5.027388,building index: loading tuples,1852,1224,0,33054,130543616
5.199698,building index: loading tuples,1852,1259,0,34007,132636672
5.369082,building index: loading tuples,1852,1292,0,34891,132091904
5.540533,building index: loading tuples,1852,1329,0,35888,132767744
5.720343,building index: loading tuples,1852,1364,0,36840,133816320
5.888265,building index: loading tuples,1852,1397,0,37735,134991872
6.057635,building index: loading tuples,1852,1431,0,38657,135991296
6.232956,building index: loading tuples,1852,1467,0,39618,135221248
6.408312,building index: loading tuples,1852,1491,0,40280,137015296
6.57931,building index: loading tuples,1852,1525,0,41198,138166272
6.748727,building index: loading tuples,1852,1559,0,42111,138498048
6.915369,building index: loading tuples,1852,1591,0,42979,140390400
7.084151,building index: loading tuples,1852,1625,0,43878,141533184
7.261658,building index: loading tuples,1852,1659,0,44810,142049280
7.435688,building index: loading tuples,1852,1696,0,45816,142807040
7.636615,building index: loading tuples,1852,1729,0,46695,142987264
7.813785,building index: loading tuples,1852,1762,0,47582,143630336
7.994102,building index: loading tuples,1852,1795,0,48481,144842752
8.165402,building index: loading tuples,1852,1826,0,49305,145891328
8.33766,building index: loading tuples,1852,1852,0,50000,204587008
