elapsed_seconds,phase,blocks_total,blocks_done,tuples_total,tuples_done,container_memory_bytes
0.163502,building index: loading tuples,1852,62,0,1674,175968256
0.330205,building index: loading tuples,1852,117,0,3159,176709632
0.499007,building index: loading tuples,1852,168,0,4539,178262016
0.671325,building index: loading tuples,1852,216,0,5853,179703808
0.873308,building index: loading tuples,1852,264,0,7144,180428800
1.044716,building index: loading tuples,1852,311,0,8416,182218752
1.213035,building index: loading tuples,1852,329,0,8892,184848384
1.376738,building index: loading tuples,1852,340,0,9190,185729024
1.547628,building index: loading tuples,1852,352,0,9517,185503744
1.717126,building index: loading tuples,1852,363,0,9818,185708544
1.879314,building index: loading tuples,1852,374,0,10122,185352192
2.051877,building index: loading tuples,1852,387,0,10450,82100224
2.243716,building index: loading tuples,1852,397,0,10742,82878464
2.423336,building index: loading tuples,1852,409,0,11044,84361216
2.603654,building index: loading tuples,1852,420,0,11359,83197952
2.780182,building index: loading tuples,1852,430,0,11631,84455424
2.943307,building index: loading tuples,1852,441,0,11917,84377600
3.115608,building index: loading tuples,1852,452,0,12214,85504000
3.282317,building index: loading tuples,1852,463,0,12504,83292160
3.453621,building index: loading tuples,1852,474,0,12811,85737472
3.62427,building index: loading tuples,1852,485,0,13106,85983232
3.796877,building index: loading tuples,1852,496,0,13397,86183936
3.963498,building index: loading tuples,1852,507,0,13692,86683648
4.134864,building index: loading tuples,1852,517,0,13985,86937600
4.311647,building index: loading tuples,1852,528,0,14276,87883776
4.477592,building index: loading tuples,1852,539,0,14557,87379968
4.646289,building index: loading tuples,1852,549,0,14839,87617536
4.812028,building index: loading tuples,1852,560,0,15120,90902528
4.982657,building index: loading tuples,1852,571,0,15424,88797184
5.163499,building index: loading tuples,1852,581,0,15712,89600000
5.340284,building index: loading tuples,1852,593,0,16011,89063424
5.513365,building index: loading tuples,1852,602,0,16266,87621632
5.68883,building index: loading tuples,1852,612,0,16544,89214976
5.861624,building index: loading tuples,1852,622,0,16816,90574848
6.033799,building index: loading tuples,1852,632,0,17089,90767360
6.200285,building index: loading tuples,1852,641,0,17313,90726400
6.376849,building index: loading tuples,1852,650,0,17551,91648000
6.549164,building index: loading tuples,1852,658,0,17788,90767360
6.744551,building index: loading tuples,1852,667,0,18029,92102656
6.913482,building index: loading tuples,1852,676,0,18257,92561408
7.080126,building index: loading tuples,1852,685,0,18503,92348416
7.245999,building index: loading tuples,1852,693,0,18734,92241920
7.419773,building index: loading tuples,1852,702,0,18977,92639232
7.592965,building index: loading tuples,1852,711,0,19220,92839936
7.763481,building index: loading tuples,1852,720,0,19459,93425664
7.930164,building index: loading tuples,1852,729,0,19709,93040640
8.100677,building index: loading tuples,1852,739,0,19977,93904896
8.272172,building index: loading tuples,1852,749,0,20247,93614080
8.447124,building index: loading tuples,1852,760,0,20524,93798400
8.614348,building index: loading tuples,1852,769,0,20779,94044160
8.780421,building index: loading tuples,1852,778,0,21026,95424512
8.948486,building index: loading tuples,1852,788,0,21295,94973952
9.11883,building index: loading tuples,1852,798,0,21557,95453184
9.291675,building index: loading tuples,1852,807,0,21815,95715328
9.459401,building index: loading tuples,1852,818,0,22089,96448512
9.630143,building index: loading tuples,1852,827,0,22337,96641024
9.796392,building index: loading tuples,1852,836,0,22593,96645120
