elapsed_seconds,phase,blocks_total,blocks_done,tuples_total,tuples_done,container_memory_bytes
0.001903,building index: loading tuples,1852,1,0,33,188776448
0.171307,building index: loading tuples,1852,65,0,1774,188420096
0.331747,building index: loading tuples,1852,117,0,3180,189771776
0.490006,building index: loading tuples,1852,167,0,4530,190713856
0.658913,building index: loading tuples,1852,220,0,5944,192622592
0.828599,building index: loading tuples,1852,270,0,7302,193884160
1.005594,building index: loading tuples,1852,320,0,8645,196882432
1.179861,building index: loading tuples,1852,332,0,8965,198500352
1.356544,building index: loading tuples,1852,344,0,9292,199323648
1.534887,building index: loading tuples,1852,355,0,9600,199192576
1.699669,building index: loading tuples,1852,366,0,9890,199315456
1.864174,building index: loading tuples,1852,377,0,10185,199970816
2.034668,building index: loading tuples,1852,388,0,10485,200097792
2.203878,building index: loading tuples,1852,399,0,10788,200634368
2.379993,building index: loading tuples,1852,411,0,11106,201453568
2.546045,building index: loading tuples,1852,422,0,11402,201457664
2.717806,building index: loading tuples,1852,434,0,11723,201281536
2.888759,building index: loading tuples,1852,444,0,12013,202104832
3.058167,building index: loading tuples,1852,456,0,12322,202862592
3.231705,building index: loading tuples,1852,467,0,12631,202752000
3.408277,building index: loading tuples,1852,478,0,12926,202792960
3.571886,building index: loading tuples,1852,489,0,13213,203317248
3.74384,building index: loading tuples,1852,500,0,13525,203481088
3.919361,building index: loading tuples,1852,513,0,13853,203710464
4.097237,building index: loading tuples,1852,524,0,14153,204886016
4.271861,building index: loading tuples,1852,535,0,14466,204578816
4.450178,building index: loading tuples,1852,547,0,14775,205684736
4.629433,building index: loading tuples,1852,558,0,15083,205766656
4.803506,building index: loading tuples,1852,568,0,15351,206221312
4.976599,building index: loading tuples,1852,579,0,15636,206585856
5.152344,building index: loading tuples,1852,589,0,15922,206524416
5.327363,building index: loading tuples,1852,600,0,16204,207540224
5.498472,building index: loading tuples,1852,609,0,16458,206966784
5.675123,building index: loading tuples,1852,619,0,16720,207683584
5.846098,building index: loading tuples,1852,628,0,16972,208048128
6.01219,building index: loading tuples,1852,637,0,17213,207585280
