elapsed_seconds,phase,blocks_total,blocks_done,tuples_total,tuples_done,tuple_progress_percent,container_memory_bytes
0.005376,initializing,0,0,0,0,0.0,1875447808
0.742193,building index: loading tuples in memory,65776,104,0,2043,0.173,3754631168
1.412542,building index: loading tuples in memory,65776,456,0,7203,0.609,3721814016
2.072656,building index: loading tuples in memory,65776,673,0,12011,1.015,3721383936
2.758708,building index: loading tuples in memory,65776,875,0,16072,1.358,2063294464
3.471341,building index: loading tuples in memory,65776,1152,0,20714,1.75,2070097920
4.148771,building index: loading tuples in memory,65776,1355,0,24717,2.088,2077913088
4.849696,building index: loading tuples in memory,65776,1541,0,27875,2.355,2079805440
5.573598,building index: loading tuples in memory,65776,1655,0,30574,2.583,2082402304
6.385371,building index: loading tuples in memory,65776,1834,0,33285,2.812,2087297024
7.200162,building index: loading tuples in memory,65776,1948,0,35993,3.041,2087784448
7.907981,building index: loading tuples in memory,65776,2143,0,39616,3.347,2088169472
8.583392,building index: loading tuples in memory,65776,2410,0,43656,3.689,2093060096
9.26835,building index: loading tuples in memory,65776,2608,0,47461,4.01,2093404160
9.946031,building index: loading tuples in memory,65776,2813,0,51600,4.36,2098278400
10.621848,building index: loading tuples in memory,65776,3038,0,55055,4.652,2098536448
11.322717,building index: loading tuples in memory,65776,3217,0,57796,4.883,2099494912
12.052512,building index: loading tuples in memory,65776,3291,0,60125,5.08,2103668736
12.779843,building index: loading tuples in memory,65776,3462,0,62451,5.277,2103984128
13.494573,building index: loading tuples in memory,65776,3580,0,65332,5.52,2104733696
14.250014,building index: loading tuples in memory,65776,3799,0,68538,5.791,2105589760
14.952154,building index: loading tuples in memory,65776,3998,0,72361,6.114,2110341120
15.630784,building index: loading tuples in memory,65776,4188,0,75697,6.396,2110595072
16.31258,building index: loading tuples in memory,65776,4377,0,78991,6.674,2114826240
16.988968,building index: loading tuples in memory,65776,4563,0,82084,6.936,2115018752
17.688674,building index: loading tuples in memory,65776,4737,0,84586,7.147,2115612672
18.431436,building index: loading tuples in memory,65776,4841,0,86762,7.331,2116231168
19.171584,building index: loading tuples in memory,65776,4948,0,89054,7.525,2121179136
19.918253,building index: loading tuples in memory,65776,5130,0,91948,7.769,2121363456
20.643878,building index: loading tuples in memory,65776,5246,0,94789,8.009,2121994240
21.326898,building index: loading tuples in memory,65776,5434,0,98059,8.285,2127306752
22.035165,building index: loading tuples in memory,65776,5619,0,101110,8.543,2127507456
22.727335,building index: loading tuples in memory,65776,5803,0,104155,8.8,2127630336
23.416336,building index: loading tuples in memory,65776,5997,0,107761,9.105,2132852736
24.096108,building index: loading tuples in memory,65776,6176,0,110523,9.339,2133471232
24.797045,building index: loading tuples in memory,65776,6280,0,112662,9.519,2133585920
25.530788,building index: loading tuples in memory,65776,6386,0,114899,9.708,2138664960
26.272424,building index: loading tuples in memory,65776,6560,0,117478,9.926,2138841088
27.02664,building index: loading tuples in memory,65776,6673,0,120127,10.15,2139443200
27.732568,building index: loading tuples in memory,65776,6865,0,123649,10.448,2140028928
28.389582,building index: loading tuples in memory,65776,7053,0,126928,10.725,2148429824
29.120986,building index: loading tuples in memory,65776,7244,0,130370,11.016,2145095680
29.784783,building index: loading tuples in memory,65776,7442,0,134143,11.334,2149744640
30.453047,building index: loading tuples in memory,65776,7631,0,137444,11.613,2150535168
31.185462,building index: loading tuples in memory,65776,7738,0,139802,11.812,2150604800
31.93138,building index: loading tuples in memory,65776,7839,0,141846,11.985,2151010304
32.71847,building index: loading tuples in memory,65776,8005,0,143935,12.162,2155655168
33.433066,building index: loading tuples in memory,65776,8146,0,146375,12.368,2156494848
34.147434,building index: loading tuples in memory,65776,8336,0,149786,12.656,2157031424
34.817117,building index: loading tuples in memory,65776,8528,0,153315,12.954,2161188864
35.495412,building index: loading tuples in memory,65776,8717,0,156632,13.234,2161553408
36.167025,building index: loading tuples in memory,65776,8912,0,160356,13.549,2162446336
36.832561,building index: loading tuples in memory,65776,9102,0,163807,13.841,2166657024
37.510508,building index: loading tuples in memory,65776,9215,0,166514,14.069,2167599104
38.234438,building index: loading tuples in memory,65776,9383,0,168775,14.26,2167701504
38.977849,building index: loading tuples in memory,65776,9483,0,170844,14.435,2172743680
39.691785,building index: loading tuples in memory,65776,9595,0,173484,14.658,2173284352
40.407943,building index: loading tuples in memory,65776,9780,0,176565,14.919,2173493248
41.084458,building index: loading tuples in memory,65776,9978,0,180308,15.235,2178473984
41.733161,building index: loading tuples in memory,65776,10168,0,183700,15.522,2178609152
42.404104,building index: loading tuples in memory,65776,10360,0,187181,15.816,2178895872
43.068402,building index: loading tuples in memory,65776,10554,0,190717,16.114,2184187904
43.738531,building index: loading tuples in memory,65776,10738,0,193778,16.373,2184474624
44.441599,building index: loading tuples in memory,65776,10913,0,196313,16.587,2185023488
45.167702,building index: loading tuples in memory,65776,11014,0,198319,16.757,2189692928
