elapsed_seconds,phase,blocks_total,blocks_done,tuples_total,tuples_done,container_memory_bytes
0.005688,building index: loading tuples,0,0,0,0,336003072
0.372367,building index: loading tuples,1852,89,0,2402,440627200
0.735954,building index: loading tuples,1852,158,0,4318,440143872
1.07138,building index: loading tuples,1852,217,0,5848,440287232
1.399477,building index: loading tuples,1852,271,0,7315,440401920
1.723434,building index: loading tuples,1852,322,0,8662,440279040
2.032302,building index: loading tuples,1852,370,0,9976,441884672
2.340498,building index: loading tuples,1852,412,0,11129,439877632
2.676233,building index: loading tuples,1852,450,0,12133,440107008
3.05595,building index: loading tuples,1852,486,0,13146,440426496
3.407791,building index: loading tuples,1852,525,0,14196,441896960
3.754833,building index: loading tuples,1852,567,0,15318,440135680
4.077473,building index: loading tuples,1852,607,0,16405,440283136
4.415415,building index: loading tuples,1852,647,0,17500,440463360
4.739484,building index: loading tuples,1852,687,0,18537,440029184
5.069022,building index: loading tuples,1852,724,0,19541,440053760
5.441356,building index: loading tuples,1852,750,0,20274,440217600
6.018286,building index: loading tuples,1852,780,0,21029,439980032
7.230963,building index: loading tuples,1852,806,0,21763,335749120
7.624498,building index: loading tuples,1852,836,0,22574,336158720
8.009182,building index: loading tuples,1852,866,0,23370,336064512
8.379866,building index: loading tuples,1852,896,0,24205,335794176
8.824671,building index: loading tuples,1852,923,0,24929,335560704
9.366277,building index: loading tuples,1852,953,0,25782,335671296
9.934015,building index: loading tuples,1852,985,0,26550,335720448
10.360944,building index: loading tuples,1852,1009,0,27219,335384576
10.825137,building index: loading tuples,1852,1039,0,28020,336003072
11.235702,building index: loading tuples,1852,1065,0,28778,336203776
11.749582,building index: loading tuples,1852,1095,0,29607,335593472
12.135544,building index: loading tuples,1852,1125,0,30405,335589376
12.532873,building index: loading tuples,1852,1155,0,31185,336166912
12.913466,building index: loading tuples,1852,1181,0,31952,336048128
13.332869,building index: loading tuples,1852,1212,0,32743,335900672
13.723073,building index: loading tuples,1852,1245,0,33577,335605760
14.132813,building index: loading tuples,1852,1271,0,34315,335630336
14.562237,building index: loading tuples,1852,1301,0,35176,335699968
14.985609,building index: loading tuples,1852,1331,0,35995,335425536
15.399399,building index: loading tuples,1852,1361,0,36757,336084992
15.810511,building index: loading tuples,1852,1392,0,37574,336044032
16.263435,building index: loading tuples,1852,1422,0,38428,335761408
16.74235,building index: loading tuples,1852,1451,0,39187,335454208
17.146072,building index: loading tuples,1852,1486,0,40110,335712256
17.466361,building index: loading tuples,1852,1516,0,40953,335659008
17.803018,building index: loading tuples,1852,1551,0,41869,335794176
18.132959,building index: loading tuples,1852,1578,0,42636,335818752
18.616234,building index: loading tuples,1852,1612,0,43487,335884288
18.942213,building index: loading tuples,1852,1642,0,44352,335761408
19.275551,building index: loading tuples,1852,1675,0,45212,335626240
19.602289,building index: loading tuples,1852,1708,0,46092,335822848
19.914002,building index: loading tuples,1852,1740,0,47007,335757312
20.225254,building index: loading tuples,1852,1774,0,47904,335802368
20.551752,building index: loading tuples,1852,1810,0,48829,335654912
20.965318,building index: loading tuples,1852,1829,0,49415,335425536
21.418274,building index: loading tuples,1852,1852,0,49988,390119424
