elapsed_seconds,phase,blocks_total,blocks_done,tuples_total,tuples_done,container_memory_bytes
0.001844,initializing,0,0,0,0,198819840
0.172327,building index: loading tuples in memory,1852,67,0,1811,199794688
0.338999,building index: loading tuples in memory,1852,119,0,3220,201445376
0.505505,building index: loading tuples in memory,1852,171,0,4634,201945088
0.672385,building index: loading tuples in memory,1852,220,0,5962,203579392
0.836913,building index: loading tuples in memory,1852,267,0,7211,205144064
1.008615,building index: loading tuples in memory,1852,316,0,8545,206397440
1.180997,building index: loading tuples on disk,1852,330,0,8923,209506304
1.355421,building index: loading tuples on disk,1852,341,0,9229,210182144
1.531249,building index: loading tuples on disk,1852,353,0,9551,210092032
1.705701,building index: loading tuples on disk,1852,364,0,9852,210239488
1.879144,building index: loading tuples on disk,1852,376,0,10164,210677760
2.053794,building index: loading tuples on disk,1852,388,0,10476,211849216
2.219074,building index: loading tuples on disk,1852,398,0,10770,211582976
2.389205,building index: loading tuples on disk,1852,409,0,11068,211222528
2.55987,building index: loading tuples on disk,1852,421,0,11367,212635648
2.732365,building index: loading tuples on disk,1852,432,0,11679,212787200
2.900656,building index: loading tuples on disk,1852,443,0,11963,213618688
3.068489,building index: loading tuples on disk,1852,454,0,12261,213200896
3.239886,building index: loading tuples on disk,1852,465,0,12574,213553152
3.429402,building index: loading tuples on disk,1852,476,0,12864,214921216
3.599187,building index: loading tuples on disk,1852,487,0,13149,213983232
3.770527,building index: loading tuples on disk,1852,496,0,13418,214065152
3.942472,building index: loading tuples on disk,1852,507,0,13711,214917120
4.11978,building index: loading tuples on disk,1852,519,0,14019,215584768
4.298737,building index: loading tuples on disk,1852,529,0,14296,215678976
4.469171,building index: loading tuples on disk,1852,540,0,14580,216182784
4.638626,building index: loading tuples on disk,1852,550,0,14867,216301568
4.815799,building index: loading tuples on disk,1852,561,0,15151,217100288
4.988854,building index: loading tuples on disk,1852,571,0,15441,215011328
5.164806,building index: loading tuples on disk,1852,582,0,15722,218513408
5.340035,building index: loading tuples on disk,1852,591,0,15976,217534464
5.509275,building index: loading tuples on disk,1852,602,0,16275,219201536
5.692591,building index: loading tuples on disk,1852,613,0,16564,218853376
5.871873,building index: loading tuples on disk,1852,622,0,16820,218710016
6.04826,building index: loading tuples on disk,1852,633,0,17109,219635712
6.229123,building index: loading tuples on disk,1852,644,0,17392,219406336
6.407913,building index: loading tuples on disk,1852,654,0,17664,220028928
6.574145,building index: loading tuples on disk,1852,664,0,17931,220065792
6.748562,building index: loading tuples on disk,1852,674,0,18212,220016640
6.922333,building index: loading tuples on disk,1852,684,0,18481,220590080
7.100708,building index: loading tuples on disk,1852,694,0,18760,221110272
7.273375,building index: loading tuples on disk,1852,704,0,19014,221782016
7.446077,building index: loading tuples on disk,1852,713,0,19265,221102080
7.614615,building index: loading tuples on disk,1852,723,0,19526,222064640
7.789097,building index: loading tuples on disk,1852,732,0,19783,221843456
7.95927,building index: loading tuples on disk,1852,742,0,20048,222535680
8.12851,building index: loading tuples on disk,1852,752,0,20307,222896128
8.304875,building index: loading tuples on disk,1852,761,0,20570,222605312
8.474619,building index: loading tuples on disk,1852,771,0,20831,222687232
8.648587,building index: loading tuples on disk,1852,781,0,21092,223121408
8.824296,building index: loading tuples on disk,1852,790,0,21355,224636928
