elapsed_seconds,phase,blocks_total,blocks_done,tuples_total,tuples_done,container_memory_bytes
0.004798,building index: loading tuples,0,0,0,0,280039424
0.309029,building index: loading tuples,1852,82,0,2219,472838144
0.645343,building index: loading tuples,1852,155,0,4187,473477120
0.953375,building index: loading tuples,1852,215,0,5829,473231360
1.312614,building index: loading tuples,1852,269,0,7324,473915392
1.635135,building index: loading tuples,1852,317,0,8612,473280512
1.971552,building index: loading tuples,1852,370,0,9957,472891392
2.283051,building index: loading tuples,1852,411,0,11117,473092096
2.620913,building index: loading tuples,1852,456,0,12371,473174016
2.944364,building index: loading tuples,1852,501,0,13573,473296896
3.256284,building index: loading tuples,1852,546,0,14771,473456640
3.578427,building index: loading tuples,1852,586,0,15853,474906624
3.923773,building index: loading tuples,1852,628,0,16933,473038848
4.236466,building index: loading tuples,1852,667,0,18002,472965120
4.547337,building index: loading tuples,1852,706,0,19056,474165248
4.874765,building index: loading tuples,1852,747,0,20172,473477120
5.187348,building index: loading tuples,1852,790,0,21309,473812992
5.54476,building index: loading tuples,1852,826,0,22270,473477120
5.918613,building index: loading tuples,1852,846,0,22866,473366528
6.547926,building index: loading tuples,1852,877,0,23689,473456640
7.00765,building index: loading tuples,1852,904,0,24466,473182208
7.427326,building index: loading tuples,1852,940,0,25344,473448448
7.970953,building index: loading tuples,1852,967,0,26145,473292800
8.368299,building index: loading tuples,1852,997,0,26946,473341952
8.807834,building index: loading tuples,1852,1023,0,27639,473366528
9.295029,building index: loading tuples,1852,1052,0,28459,473427968
9.746101,building index: loading tuples,1852,1080,0,29204,473550848
10.184466,building index: loading tuples,1852,1111,0,30028,473636864
10.857688,building index: loading tuples,1852,1141,0,30779,473223168
11.270024,building index: loading tuples,1852,1168,0,31587,473767936
11.696897,building index: loading tuples,1852,1195,0,32310,473432064
12.10321,building index: loading tuples,1852,1228,0,33168,473505792
12.473277,building index: loading tuples,1852,1261,0,34033,473538560
12.881455,building index: loading tuples,1852,1287,0,34755,473616384
13.454901,building index: loading tuples,1852,1315,0,35508,473927680
13.848428,building index: loading tuples,1852,1342,0,36239,474107904
14.297466,building index: loading tuples,1852,1366,0,36928,473530368
14.675845,building index: loading tuples,1852,1393,0,37662,473395200
15.048356,building index: loading tuples,1852,1427,0,38554,473456640
15.366965,building index: loading tuples,1852,1460,0,39450,472985600
15.735899,building index: loading tuples,1852,1494,0,40313,473583616
16.156379,building index: loading tuples,1852,1527,0,41225,473624576
16.470541,building index: loading tuples,1852,1561,0,42144,473055232
16.804394,building index: loading tuples,1852,1594,0,43062,473448448
17.133873,building index: loading tuples,1852,1625,0,43853,473493504
17.454978,building index: loading tuples,1852,1655,0,44672,473403392
17.830516,building index: loading tuples,1852,1682,0,45401,473165824
18.195867,building index: loading tuples,1852,1715,0,46292,473067520
18.514593,building index: loading tuples,1852,1761,0,47549,365559808
18.948579,building index: loading tuples,1852,1792,0,48390,365846528
19.272367,building index: loading tuples,1852,1824,0,49270,365617152
19.593875,building index: loading tuples,1852,1852,0,49995,401739776
19.896601,building index: loading tuples,1852,1852,0,49995,194908160
